Year,EAV Code,Waste Type,Waste disposal facilities,Input from waste disposal facilities (1000t),Waste generated in-house (1000t),Waste delivered from within the country (1000t),Waste delivered from abroad (1000t)
2017,EAV-100103-U,Filter dust from peat firing and firing,50.0,52.3,,52.2,0.1
2017,EAV-100104-G,Filter dust and boiler dust from oil firing,12.0,4.0,0.0,3.3,0.7
2017,EAV-100105-U,Calcium based reaction wastes in solid form,55.0,909.5,472.6,413.1,23.8
2017,EAV-100107-U,Calcium-based reaction wastes (sludges),20.0,34.1,0.1,34.0,
2017,EAV-100109-G,sulfuric acid,,,,,
2017,EAV-100113-G,Filter dust made from emulsified hydrocarbons,,,,,
2017,EAV-100114-G,"Rust and boiler ash, slag, boiler dust",31.0,47.5,0.1,44.3,3.1
2017,EAV-100115-U,"Rust and Boiler ash, slag, boiler (oh.100114)",49.0,751.5,11.2,737.3,3.0
2017,EAV-100116-G,Filter dust from co-incineration of waste,18.0,21.1,,21.1,
2017,EAV-100117-U,Filter dust from co-incineration of waste (oh.100116),43.0,1850.7,198.9,1648.7,3.1
2017,EAV-100118-G,Waste from exhaust gas treatment with hazardous St.,41.0,27.2,0.0,26.1,1.0
2017,EAV-100119-U,"Waste a. Exhaust gas treatment (without 100105,100107,100118)",31.0,25.2,0.0,18.6,6.6
2017,EAV-100120-G,"Power plants, among others: sludge (company wastewater tank)",9.0,3.8,0.0,3.8,
2017,EAV-100121-U,Sludge a. operational wastewater treatment (oh.100120),15.0,4.1,0.1,4.0,
2017,EAV-100122-G,Power plants etc.:Aqueous sludge a. Boiler cleaning.,8.0,2.3,1.2,1.1,
2017,EAV-100123-U,Aqueous sludge from boiler cleaning (oh.100122),8.0,0.2,,0.2,
2017,EAV-100124-U,"Power plants, among others: sands from fluidized bed combustion",4.0,5.2,,5.2,
2017,EAV-100125-U,Waste from storage and preparation of fuel.,6.0,4.4,,4.4,
2017,EAV-100126-U,Waste from cooling water treatment,4.0,4.2,0.6,3.6,
2017,EAV-100199-U,Power plants and other incineration plants: waste not otherwise specified,,,,,
2017,EAV-100201-U,Iron and steel industry: waste from slag processing,28.0,612.0,379.0,202.6,30.4
2017,EAV-100202-U,"Iron, steel lind.: Unprocessed slag",74.0,1245.1,657.8,584.1,3.2
2017,EAV-100207-G,Iron and steel industry: Solid waste from exhaust gas treatment.,45.0,409.2,0.4,237.1,171.7
2017,EAV-100208-U,Waste from exhaust gas treatment (excluding 100207),34.0,391.2,118.2,273.0,
2017,EAV-100210-U,"Iron, steel ind.: mill scale",35.0,293.7,92.7,192.9,8.1
2017,EAV-100211-G,"Iron, steel cylinder: oil content. Drain from cooling water tank.",5.0,8.3,,4.5,3.8
2017,EAV-100212-U,Waste from cooling water treatment (without 100211),,,,,
2017,EAV-100213-G,"Iron, steel ind.: sludge, filter c. from exhaust gas tank",12.0,171.4,88.0,80.0,3.4
2017,EAV-100214-U,Sludge and filter cake from exhaust gas tank. (oh.100213),8.0,166.0,112.9,47.1,6.0
2017,EAV-100215-U,Iron and steel ind.: Other sludges and filter cakes,19.0,123.6,10.9,112.0,0.7
2017,EAV-100299-U,Iron and steel industry: waste n.e.c.,8.0,17.7,2.1,8.6,7.1
2017,EAV-100302-U,Aluminum metallurgy: anode scrap,4.0,17.6,,0.1,17.5
2017,EAV-100304-G,Aluminum metallurgy: slag from primary melt,4.0,1.3,,1.3,
2017,EAV-100305-U,Aluminum metallurgy: alumina waste,4.0,6.2,,5.8,0.4
2017,EAV-100308-G,Aluminum metallurgy:Salt slags a.Zweitschmel.,5.0,441.2,35.3,309.8,96.1
2017,EAV-100309-G,Aluminum metallurgy: Black dross a.Zweitsch.,,,,,
2017,EAV-100315-G,Aluminum Metallurgy: Scum (flammable),7.0,43.1,27.2,7.9,8.0
2017,EAV-100316-U,Scum (without 100315),9.0,196.8,0.1,137.8,58.9
2017,EAV-100317-G,Aluminum metallurgy:tar h. Abf. from anode manufacturer.,5.0,0.4,,0.4,
2017,EAV-100318-U,Waste from anode production (excluding 100317),,,,,
2017,EAV-100319-G,Aluminum metallurgy: filter dust with dangerous substances,10.0,5.7,,3.9,1.8
2017,EAV-100320-U,Filter dust (without 100319),5.0,1.3,,1.3,
2017,EAV-100321-G,Aluminum Metallurgy: Other particles and dust,12.0,2.5,0.1,2.4,
2017,EAV-100322-U,Other particles and dust (without 100321),,,,,
2017,EAV-100323-G,Aluminum Metallurgy: Solid Abf. a. flue gas treatment,13.0,18.1,,18.1,
2017,EAV-100324-U,Solid waste from flue gas treatment (excluding 100323),,,,,
2017,EAV-100325-G,"Aluminum metallurgy: sludge, filter k.a.",,,,,
2017,EAV-100326-U,muds and. Filter cake from flue gas tank. (oh.100325),,,,,
2017,EAV-100327-G,Aluminum Metallurgy: Oil H.Abf. from cooling water tank,4.0,0.3,,0.3,0.0
2017,EAV-100328-U,Waste from cooling water treatment (without 100327),,,,,
2017,EAV-100329-G,Aluminum Metallurgy: Abf.a. Beh. v.Salt slags,,,,,
2017,EAV-100330-U,Waste from treatment of salt slags (oh.100329),,,,,
2017,EAV-100399-U,Aluminum metallurgy: wastes not otherwise specified,4.0,12.1,11.9,0.2,
2017,EAV-100401-G,Lead metallurgy: slags (primary and secondary smelting),15.0,119.7,13.6,106.0,0.1
2017,EAV-100402-G,"Lead metal: dross, scum (first, second scum)",12.0,8.5,,8.5,
2017,EAV-100403-G,Bleimetallurgie: Calciumarsenat,,,,,
2017,EAV-100404-G,Lead metallurgy: filter dust,3.0,0.1,0.0,0.1,
2017,EAV-100405-G,Lead Metallurgy: Other Particles and Dust,6.0,6.3,,6.3,
2017,EAV-100406-G,Lead metallurgy: Solid waste from exhaust gas treatment,3.0,0.4,,0.4,
2017,EAV-100407-G,"Lead Metallurgy: Slurries, Filterk. from exhaust gas tank",3.0,0.5,,0.5,
2017,EAV-100409-G,Lead Metallurgy: Oil H. Waste from cooling water tanks,,,,,
2017,EAV-100410-U,Waste from cooling water treatment (without 100409),,,,,
2017,EAV-100499-U,Lead metallurgy: wastes n.e.c.,,,,,
2017,EAV-100501-U,Zinc metallurgy: slags (primary and secondary smelting),15.0,225.9,53.2,172.6,0.1
2017,EAV-100503-G,Zinc Metallurgy: Filter Dust,3.0,0.0,0.0,0.0,
2017,EAV-100504-U,Zinc Metallurgy: Other particles and dust,6.0,0.4,0.0,0.3,0.0
2017,EAV-100505-G,Zinc Metallurgy: Solid waste from waste gas treatment,4.0,0.5,,0.3,0.2
2017,EAV-100506-G,"Zinc metallurgy: sludges, filter c. from exhaust gas tank",,,,,
2017,EAV-100508-G,Zinc metallurgy: Ölh. Waste from cooling water tanks,,,,,
2017,EAV-100509-U,Waste from cooling water treatment (without 100508),,,,,
2017,EAV-100510-G,"Zinc metallurgy: dross, scum (flammable)",,,,,
2017,EAV-100511-U,"Scabies, scum (without 100510)",3.0,0.2,,0.1,0.0
2017,EAV-100599-U,Zinc metallurgy: wastes n.e.c.,,,,,
2017,EAV-100601-U,"Copper metallurgy: slags (primary, secondary smelting)",13.0,93.3,14.3,51.8,27.2
2017,EAV-100602-U,"Copper metal: dross, scum (first, second scum)",7.0,21.6,0.2,10.4,11.1
2017,EAV-100603-G,Copper metallurgy: filter dust,4.0,2.6,,1.3,1.3
2017,EAV-100604-U,Copper Metallurgy: Other Particles and Dust,4.0,4.2,,2.7,1.6
2017,EAV-100606-G,Copper Metallurgy: Solid Waste a.Flue Gas Treatment,3.0,4.4,,1.8,2.6
2017,EAV-100607-G,"Copper metallurgy: sludges, filters. a. Exhaust gas tank",,,,,
2017,EAV-100609-G,Copper Metallurgy: Oil H.Abf. from cooling water tank,,,,,
2017,EAV-100610-U,Waste from cooling water treatment (without 100609),,,,,
2017,EAV-100699-U,Copper metallurgy: wastes n.e.c.,,,,,
2017,EAV-100701-U,"Silver metal, among others: slags (first, second melting)",7.0,4.9,,1.2,3.7
2017,EAV-100702-U,"Silver metal and others: dross, scum (first and second scum)",3.0,0.2,,0.1,0.1
2017,EAV-100703-U,Silbermet.a.o.: Solid waste from flue gas treatment,,,,,
2017,EAV-100704-U,Silver metal etc.: Other particles and dust,10.0,1.5,0.0,0.2,1.4
2017,EAV-100705-U,"Silver metal, among other things: sludges, filter cakes in exhaust gas containers.",,,,,
2017,EAV-100707-G,Silbermet.ua.: Waste containing oil from a.Cooling water tank.,,,,,
2017,EAV-100708-U,Waste from cooling water treatment (excluding 100707),,,,,
2017,EAV-100799-U,"Silver, gold, platinum metallurgy: wastes n.e.c",4.0,1.5,,0.1,1.4
2017,EAV-100804-U,Nonferrous Metallurgy: Particles and Dust,11.0,1.4,0.6,0.8,0.0
2017,EAV-100808-G,"Non-ferrous metal: salt slags (first, second melting)",,,,,
2017,EAV-100809-U,Non-ferrous Metallurgy: Other slags,10.0,24.8,0.0,24.8,0.0
2017,EAV-100810-G,"Nonferrous metallurgy:dross,scum (flammable)",3.0,0.8,,0.8,0.0
2017,EAV-100811-U,"Scabies, scum (without 100810)",5.0,4.4,,2.8,1.6
2017,EAV-100812-G,Non-ferrous metal: tar. Waste from anode manufacture.,,,,,
2017,EAV-100813-U,Carbonaceous waste (excluding 100812),,,,,
2017,EAV-100814-U,Non-ferrous metallurgy: anode scrap,,,,,
2017,EAV-100815-G,Non-ferrous metallurgy: filter dust with dangerous substances,19.0,5.3,0.0,5.1,0.2
2017,EAV-100816-U,Filter dust (without 100815),9.0,5.0,4.9,0.1,
2017,EAV-100817-G,"Non-ferrous metallurgy: sludges, filters, etc. exhaust gas tanks.",,,,,
2017,EAV-100818-U,Sludge and filter cake from exhaust gas treatment (oh.100817),,,,,
2017,EAV-100819-G,Nonferrous Metallurgy: Oil H.Abf. from cooling water tank,,,,,
2017,EAV-100820-U,Waste from cooling water treatment (excluding 100819),,,,,
2017,EAV-100899-U,Non-ferrous metallurgy: wastes n.e.c,,,,,
2017,EAV-100903-U,"Iron,steel: furnace slag",85.0,282.0,12.5,269.3,0.2
2017,EAV-100905-G,"Iron, steel: casting molds and sand before casting",3.0,0.1,0.0,0.1,
2017,EAV-100906-U,Casting molds and sand before casting (oh.100905),46.0,128.2,8.9,119.3,
2017,EAV-100907-G,"Iron, steel: casting molds and sand after casting",9.0,0.9,,0.9,
2017,EAV-100908-U,Casting molds and sand after casting (without 100907),183.0,1713.1,245.9,1460.8,6.5
2017,EAV-100909-G,"Iron, steel: filter dust containing dangerous substances",29.0,12.0,,12.0,
2017,EAV-100910-U,Filter dust (without 100909),45.0,55.4,5.7,49.6,0.1
2017,EAV-100911-G,"Iron, steel: Other particles with dangerous fabrics",3.0,0.5,,0.5,
2017,EAV-100912-U,Other particles (excluding 100911),3.0,2.0,,1.1,0.9
2017,EAV-100913-G,"Iron,steel: abf. Binders with dangerous St.",,,,,
2017,EAV-100914-U,Waste binders (excluding 100913),,,,,
2017,EAV-100915-G,"Iron, steel: Removal of crack-indicating substances",,,,,
2017,EAV-100916-U,Waste from crack-indicating substances (oh.100915),,,,,
2017,EAV-100999-U,Casting of iron and steel: wastes not otherwise specified,5.0,1.7,0.5,0.6,0.7
2017,EAV-101003-U,Non-ferrous metals: furnace slag,9.0,25.1,,20.2,4.9
2017,EAV-101005-G,"Non-ferrous metals: casting moulds, casting sands before casting",,,,,
2017,EAV-101006-U,Casting molds and sand before casting (without 101005),20.0,12.1,,12.1,
2017,EAV-101007-G,"Non-ferrous metal: casting molds, sand after casting",9.0,4.6,,3.9,0.7
2017,EAV-101008-U,Casting molds and sands after casting (without 101007),94.0,239.3,3.5,235.5,0.4
2017,EAV-101009-G,Non-ferrous metals: filter dust with hazardous substances,11.0,4.7,,4.4,0.4
2017,EAV-101010-U,Filter dust (without 101009),13.0,2.0,0.1,1.9,0.0
2017,EAV-101011-G,Non-ferrous metal: And. particles with dangerous fabrics,4.0,2.5,,0.0,2.5
2017,EAV-101012-U,Other particles (excluding 101011),3.0,0.0,,0.0,0.0
2017,EAV-101013-G,Non-ferrous metal: Abf.v. Binding agents with hazardous St.,,,,,
2017,EAV-101014-U,Waste binders (excluding 101013),,,,,
2017,EAV-101015-G,Non-ferrous metals: Abf. from crack-indicating substances.,,,,,
2017,EAV-101016-U,Waste from crack-indicating substances (oh.101015),,,,,
2017,EAV-101099-U,Casting of non-ferrous metals: wastes not otherwise specified,5.0,2.3,,2.1,0.2
2017,EAV-101103-U,Fiberglass waste,37.0,54.7,27.5,27.2,
2017,EAV-101105-U,Glass production: particles and dust,10.0,3.4,2.3,1.1,
2017,EAV-101109-G,Batch waste with hazardous materials v. d. Melt,8.0,0.5,0.0,0.5,
2017,EAV-101110-U,Batch waste before melting (without 101109),11.0,3.9,,3.9,
2017,EAV-101111-G,Glass waste in small particles and glass dust,9.0,8.5,,8.5,
2017,EAV-101112-U,Glass waste (excluding 101111),56.0,292.7,96.3,178.1,18.3
2017,EAV-101113-G,Glass polishing and glass grinding slurry,13.0,0.8,0.0,0.8,
2017,EAV-101114-U,Glass polishing and glass grinding slurry (without 101113),44.0,4.2,0.0,4.1,0.1
2017,EAV-101115-G,Glass manufacture: Solid waste from flue gas treatment,14.0,2.7,0.0,2.4,0.3
2017,EAV-101116-U,Solid waste from exhaust gas treatment (oh. 101115),9.0,3.5,,3.5,
2017,EAV-101117-G,"Glass production: sludges, filters. from exhaust gas tank",,,,,
2017,EAV-101118-U,Sludge and filter cake from exhaust gas tank (oh.101117),,,,,
2017,EAV-101119-G,Glass manuf.: Solid waste a. own waste water tank,7.0,1.1,,1.1,
2017,EAV-101120-U,Solid waste a. operational. Waste water tank (oh.101119),8.0,1.1,0.1,1.0,
2017,EAV-101199-U,Glass manufacture: wastes not otherwise specified,,,,,
2017,EAV-101201-U,Ceramic products: raw mixtures before firing,24.0,26.0,11.9,14.1,
2017,EAV-101203-U,Ceramic products: particles and dust,30.0,25.5,,23.0,2.5
2017,EAV-101205-U,"Ceramic products: sludges, filters. a. Exhaust gas tank",,,,,
2017,EAV-101206-U,Ceramic Products: Discarded Forms,16.0,13.9,0.2,11.2,2.5
2017,EAV-101208-U,"Waste from ceramic products, bricks, etc.",40.0,36.4,6.9,28.9,0.6
2017,EAV-101209-G,Ceramic products: Solid waste a. flue gas treatment,8.0,5.2,,5.2,
2017,EAV-101210-U,Solid waste from exhaust gas treatment (oh. 101209),25.0,5.8,,5.8,
2017,EAV-101211-G,Ceramic products: Glaze waste with heavy metals,3.0,0.0,,0.0,
2017,EAV-101212-U,Glaze waste (without 101211),3.0,0.2,,0.2,
2017,EAV-101213-U,Ceramic products: sludge (in-house waste water tank),17.0,22.8,12.8,9.9,
2017,EAV-101299-U,"Ceramic products, ceramic building materials: waste not otherwise specified",6.0,1.4,,1.4,
2017,EAV-101301-U,Cement and others: waste from raw mixtures before firing,3.0,9.3,5.0,4.4,
2017,EAV-101304-U,"Waste from calcination, hydration from quicklime",17.0,63.3,58.2,5.1,
2017,EAV-101306-U,"Cement etc.: particles, dust (except 101312,101313)",39.0,32.3,1.4,30.9,
2017,EAV-101307-U,"Cement among others: sludges, filter cakes from exhaust gas tanks.",,,,,
2017,EAV-101309-G,Asbestos-containing waste a. Manufacture. v. asbestos cement,,,,,
2017,EAV-101310-U,Waste from manufacturing v. Asbestos cement (oh.101309),,,,,
2017,EAV-101311-U,"Waste from composite materials (excluding 101309, 101310)",28.0,20.0,3.8,16.2,
2017,EAV-101312-G,Cement among others: Solid waste from exhaust gas treatment,10.0,3.7,,3.7,
2017,EAV-101313-U,Solid waste from exhaust gas treatment (oh. 101312),6.0,24.6,14.7,10.0,
2017,EAV-101314-U,Concrete waste and concrete sludge,53.0,25.3,3.4,21.9,
2017,EAV-101399-U,"Cement, gypsum, quicklime: waste n.e.s.",5.0,2.1,0.2,1.9,
2017,EAV-101401-G,Crematoriums:Mercury h. Waste from gas cleaning,13.0,0.5,,0.4,0.1
2017,EAV-110105-G,Surface treatment: Acid pickling solutions,82.0,185.0,8.9,137.3,38.8
2017,EAV-110106-G,Surface treatment: Acids n.e.c.,46.0,12.0,6.2,5.8,0.1
2017,EAV-110107-G,Surface treatment: Alkaline pickling solutions,69.0,100.7,6.3,82.2,12.3
2017,EAV-110108-G,Surface treatment: phosphating sludge,55.0,12.0,2.6,9.3,0.1
2017,EAV-110109-G,"Surface treatment: sludges, filter cakes w.f.st.",120.0,418.7,315.8,87.8,15.0
2017,EAV-110110-U,Sludge and filter cake (without 110109),81.0,113.7,73.2,38.5,2.0
2017,EAV-110111-G,Surface treatment: Aqueous rinsing liquid. m.f.st.,106.0,418.9,333.6,81.5,3.8
2017,EAV-110112-U,Aqueous rinsing liquids (without 110111),52.0,136.5,102.3,34.2,
2017,EAV-110113-G,Surface treatment: Waste from degreasing m.st.,41.0,14.4,0.0,14.3,0.0
2017,EAV-110114-U,waste from degreasing (without 110113),13.0,0.6,0.1,0.5,
2017,EAV-110115-G,"Surface treatment: eluates, sludges a. membrane system",5.0,4.7,4.1,0.6,
2017,EAV-110116-G,Surface treatment: ion exchange resins,11.0,0.1,0.0,0.1,0.0
2017,EAV-110198-G,Surface treatment: Other waste with hazardous St.,50.0,19.4,0.2,17.5,1.7
2017,EAV-110199-U,Surface treatment: waste n.e.c.,12.0,0.9,0.5,0.2,0.3
2017,EAV-110202-G,Sludge from zinc hydrometallurgy,9.0,150.9,146.3,2.2,2.5
2017,EAV-110203-U,Waste from the manufacture of anodes,3.0,0.1,,0.0,0.1
2017,EAV-110205-G,Waste from copper hydrometallurgy processes,,,,,
2017,EAV-110206-U,Waste from process. d.Copper Hydromet.(oh.110205),4.0,1.1,,0.3,0.9
2017,EAV-110207-G,Non-ferrous hydrometallurgy:And.Abf. m.dangerous.St.,5.0,16.2,,16.0,0.2
2017,EAV-110299-U,Non-ferrous hydrometallurgy: wastes not otherwise specified,7.0,19.7,,19.6,0.1
2017,EAV-110301-G,"Sludges, solids from hardening processes: cyanidh. waste",8.0,0.8,,0.4,0.3
2017,EAV-110302-G,"Sludges, solids from hardening processes: Other wastes",14.0,1.5,0.0,1.2,0.3
2017,EAV-110501-U,Galvanization: Heart zinc,5.0,9.1,,5.2,3.9
2017,EAV-110502-U,Galvanizing: zinc ash,5.0,18.5,0.3,8.0,10.3
2017,EAV-110503-G,Galvanizing: Solid waste from exhaust gas treatment,7.0,0.4,,0.4,
2017,EAV-110504-G,Galvanizing: Used flux,4.0,0.3,0.1,0.3,
2017,EAV-110599-U,Galvanizing: waste not otherwise specified,,,,,
2017,EAV-120101-U,Iron filings and turnings,119.0,663.8,5.8,635.4,22.6
2017,EAV-120102-U,Iron dust and particles,178.0,1014.5,6.5,973.7,34.3
2017,EAV-120103-U,Non-ferrous metal filings and turnings,113.0,103.9,1.5,85.2,17.2
2017,EAV-120104-U,Non-ferrous metal dust and particles,97.0,112.7,7.3,92.2,13.3
2017,EAV-120105-U,plastic shavings and turnings,108.0,36.1,0.0,32.7,3.4
2017,EAV-120106-G,Halogen-containing mineral oil-based machining oils,13.0,0.3,0.0,0.2,0.1
2017,EAV-120107-G,Halogen-free processing oils based on mineral oil,39.0,63.6,1.1,62.4,0.1
2017,EAV-120108-G,Halogenated machining emulsions and. -solutions,16.0,2.5,0.0,2.5,
2017,EAV-120109-G,Halogen-free machining emulsions and solutions,142.0,641.8,64.2,574.3,3.2
2017,EAV-120110-G,Synthetic machining oils,14.0,0.5,,0.5,
2017,EAV-120112-G,Used waxes and fats,47.0,6.2,0.3,5.5,0.4
2017,EAV-120113-U,Welding waste,40.0,17.6,0.0,17.5,0.0
2017,EAV-120114-G,Processing sludge containing dangerous substances,69.0,19.6,0.8,18.2,0.6
2017,EAV-120115-U,Processing sludge (without 120114),75.0,12.3,0.5,11.3,0.5
2017,EAV-120116-G,Abrasive waste (containing dangerous substances),107.0,24.9,1.2,22.6,1.2
2017,EAV-120117-U,Abrasive waste (without 120116),261.0,125.2,11.7,111.7,1.7
2017,EAV-120118-G,"Oily metal sludge (grinding sludge, etc.)",55.0,57.3,0.1,56.2,1.0
2017,EAV-120119-G,Easily biodegradable machining oils,,,,,
2017,EAV-120120-G,Used honing and abrasives with hazardous substances,40.0,7.3,0.0,7.3,
2017,EAV-120121-U,Used honing and grinding materials (without 120120),92.0,11.8,0.2,11.6,0.0
2017,EAV-120199-U,"surface treatment Metals, plastics: wastes n.e.c.",40.0,34.6,0.0,30.1,4.5
2017,EAV-120301-G,Aqueous washing liquids,59.0,39.1,5.3,33.5,0.4
2017,EAV-120302-G,Vapor degreasing waste,7.0,0.7,,0.7,
2017,EAV-130101-G,Hydraulic oils containing PCBs,6.0,0.6,,0.1,0.5
2017,EAV-130104-G,Hydraulic oils: Chlorinated emulsions,,,,,
2017,EAV-130105-G,Hydraulic oils: Non-chlorinated emulsions,18.0,3.3,0.0,3.3,
2017,EAV-130109-G,Chlorinated hydraulic oils based on mineral oil,,,,,
2017,EAV-130110-G,"Mineral oil-based, non-chlorinated hydraulic oils",17.0,1.1,0.0,1.1,
2017,EAV-130111-G,Synthetic hydraulic oils,5.0,0.0,,0.0,
2017,EAV-130112-G,Easily biodegradable hydraulic oils,,,,,
2017,EAV-130113-G,Other hydraulic oils,4.0,0.1,,0.1,
2017,EAV-130204-G,"Chlorinated engine, gear and lubricating oils",29.0,1.2,0.1,0.9,0.1
2017,EAV-130205-G,"Non-chlorinated engine, transmission and. lubricating oils",86.0,415.7,4.1,294.4,117.3
2017,EAV-130206-G,"Synthetic machine, gear and lubricating oils",10.0,0.3,0.0,0.3,
2017,EAV-130207-G,Easily biodegraded. Machine and gear oils,,,,,
2017,EAV-130208-G,"Other machine, gear and lubricating oils",32.0,56.6,0.0,21.6,35.0
2017,EAV-130301-G,Insulating and heat transfer oils with PCB,21.0,1.4,0.2,1.0,0.2
2017,EAV-130306-G,Chlorine. Insulating and heat transfer oils (oh.130301),,,,,
2017,EAV-130307-G,Non-chlorinated insulating and heat transfer oils,27.0,14.6,0.1,10.8,3.7
2017,EAV-130308-G,Synthetic insulating and heat transfer oils,14.0,0.7,0.1,0.6,
2017,EAV-130309-G,biologist easily degradable. Insulation and Heat transfer oils,,,,,
2017,EAV-130310-G,Other insulating and heat transfer oils,7.0,0.7,0.0,0.1,0.6
2017,EAV-130401-G,Bilge oils from inland shipping,7.0,6.4,,6.4,
2017,EAV-130402-G,Bilge oils from pier drains,,,,,
2017,EAV-130403-G,Bilge oils from other shipping,11.0,121.9,,121.9,
2017,EAV-130501-G,Solid waste from sand traps and oil/water separation.,79.0,50.0,19.6,30.4,
2017,EAV-130502-G,Sludges from oil/water separators,126.0,152.4,16.5,134.7,1.2
2017,EAV-130503-G,Sludge from intake shafts,98.0,97.4,3.0,93.1,1.3
2017,EAV-130506-G,Oils from oil/water separators,11.0,4.3,0.9,3.3,
2017,EAV-130507-G,Oily water from oil/water separators,77.0,39.2,14.1,25.1,
2017,EAV-130508-G,"Waste mixtures from sand traps, oil/water separation.",101.0,167.1,1.8,164.7,0.6
2017,EAV-130701-G,heating oil and diesel,39.0,7.2,0.0,7.2,
2017,EAV-130702-G,Petrol,17.0,0.8,,0.8,0.0
2017,EAV-130703-G,Other fuels (including mixtures),54.0,24.4,3.4,18.7,2.3
2017,EAV-130801-G,Oil waste: sludges or emulsions from desalinators,,,,,
2017,EAV-130802-G,Oil waste: Other emulsions,58.0,39.9,20.1,19.7,0.2
2017,EAV-130899-G,Oil waste: wastes not otherwise specified,57.0,27.4,0.0,27.4,
